ID	Source	Change	Target
Bribri0763	Ye' dör àrros tó̠ ñè̠	TENSE:PRF_REC	Ye' dör àrros ta̠wé̠ ñè̠
Bribri0764	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, TENSE:PRF_REC	Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠
Bribri0765	Ye' dör àrros tó̠ ñè̠	TENSE:PRF_REC, ASPECT:INC	Ye' dör àrros ta̠wé̠mi̠ ñè̠
Bribri0766	Ye' dör àrros tó̠ ñè̠	TENSE:IPFV_REC, ASPECT:IPFV	Ye' dör àrros ta̠wè̠ ñè̠
Bribri0767	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, TENSE:IPFV_REC, ASPECT:IPFV	Kë̀ ye' dör àrros ta̠we̠ ñè̠
Bribri0768	Ye' dör àrros tó̠ ñè̠	TENSE:IPFV_PROG, ASPECT:IPFV	Ye' tso àrros ta̠ú̠k ñè̠
Bribri0769	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, TENSE:IPFV_PROG, ASPECT:IPFV	Ye' kë̀ ku̠ àrros ta̠ú̠k ñè̠
Bribri0770	Ye' dör àrros tó̠ ñè̠	TENSE:PRF_PROG	Ye' bák àrros ta̠ú̠k ñè̠
Bribri0771	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, TENSE:PRF_PROG	Ye' kë̀ ku̠'bak àrros ta̠ú̠k ñè̠
Bribri0772	Ye' dör àrros tó̠ ñè̠	MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:NA	Àrros ta̠ú̠ ñè̠
Bribri0773	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:NA	Kë̀ àrros ta̠u̠k ñè̠
Bribri0774	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	Kë̀ àrros ta̠wa̠r ñè̠
Bribri0775	Ye' dör àrros tó̠ ñè̠	MODE:EXH, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:1_PL_INC	Àrros ta̠ú̠ ñè̠ sö
Bribri0776	Ye' dör àrros tó̠ ñè̠	MODE:DES, TENSE:IPFV_REC, ASPECT:IPFV	Ye' é̠n a̠ àrros ta̠wa̠'ku̠ ñè̠
Bribri0777	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, MODE:DES, TENSE:IPFV_REC, ASPECT:IPFV	Kë̀ ye' é̠n a̠ àrros ta̠wa̠'ku̠ ñè̠
Bribri0778	Ye' dör àrros tó̠ ñè̠	MODE:ADVERS	Ye' wa̠ àrros ta̠wa̠' ñè̠
Bribri0779	Ye' dör àrros tó̠ ñè̠	TENSE:IPFV_HAB, ASPECT:IPFV	Ye' dör àrros ta̠wè̠ke̠ ñè̠
Bribri0780	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, TENSE:IPFV_HAB, ASPECT:IPFV	Kë̀ ye' dör àrros ta̠wè̠ku̠ ñè̠
Bribri0781	Ye' dör àrros tó̠ ñè̠	TENSE:FUT_POT, ASPECT:IPFV	Ye' dör àrros ta̠wè̠mi̠ ñè̠
Bribri0782	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, TENSE:FUT_POT, ASPECT:IPFV	Kë̀ ye' dör àrros ta̠u̠k ñè̠
Bribri0783	Ye' dör àrros tó̠ ñè̠	TENSE:FUT_CER, ASPECT:IPFV	Ye' dör àrros ta̠wè̠râ ñè̠
Bribri0784	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, TENSE:FUT_CER, ASPECT:IPFV	Kë̀ ye' dör àrros ta̠wè̠pa ñè̠
Bribri0785	Ye' dör àrros tó̠ ñè̠	VOICE:MID, PERSON:NA	Àrros tò̠ne̠ ñè̠
Bribri0786	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, VOICE:MID, PERSON:NA	Kë̀ àrros tò̠ne̠ ñè̠
Bribri0787	Ye' dör àrros tó̠ ñè̠	TENSE:PRF_REC, VOICE:MID, PERSON:NA	Àrros tò̠na̠ ñè̠
Bribri0788	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, TENSE:PRF_REC, VOICE:MID, PERSON:NA	Kë̀ àrros tò̠ne̠ ñè̠
Bribri0789	Ye' dör àrros tó̠ ñè̠	TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	Àrros tò̠r ñè̠
Bribri0790	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	Kë̀ àrros to̠r ñè̠
Bribri0791	Ye' dör àrros tó̠ ñè̠	TENSE:IPFV_HAB, ASPECT:IPFV, VOICE:MID, PERSON:NA	Àrros ta̠wè̠ke̠ ñè̠
Bribri0792	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, TENSE:IPFV_HAB, ASPECT:IPFV, VOICE:MID, PERSON:NA	Kë̀ àrros ta̠wè̠ku̠ ñè̠
Bribri0793	Ye' dör àrros tó̠ ñè̠	TENSE:FUT_POT, ASPECT:IPFV, VOICE:MID, PERSON:NA	Àrros ta̠wè̠mi̠ ñè̠
Bribri0794	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, TENSE:FUT_POT, ASPECT:IPFV, VOICE:MID, PERSON:NA	Kë̀ àrros tò̠nu̠k ñè̠
Bribri0795	Ye' dör àrros tó̠ ñè̠	TENSE:FUT_CER, ASPECT:IPFV, VOICE:MID, PERSON:NA	Àrros ta̠wè̠râ ñè̠
Bribri0796	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, TENSE:FUT_CER, ASPECT:IPFV, VOICE:MID, PERSON:NA	Kë̀ àrros ta̠wè̠pa ñè̠
Bribri0797	Ye' dör àrros tó̠ ñè̠	TENSE:PAS_PLU	Ye' wa̠ àrros tó̠rule ñè̠
Bribri0798	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, TENSE:PAS_PLU	Ye' kë̀ wa̠ àrros tó̠rule ñè̠
Bribri0799	Ye' dör àrros tó̠ ñè̠	MODE:POT, TENSE:IPFV_REC, ASPECT:IPFV	Ye' a̠ àrros tó̠r ñè̠
Bribri0800	Ye' dör àrros tó̠ ñè̠	TYPE:NEG, MODE:POT, TENSE:IPFV_REC, ASPECT:IPFV	Kë̀ ye' a̠ àrros tó̠r ñè̠
Bribri0483	Ye' tö kàsir të'	TYPE:NEG	Ye' kë̀ wa̠ kàsir të̀ne̠
Bribri0484	Ye' tö kàsir të'	TENSE:PRF_REC	Ye' tö kàsir té
Bribri0485	Ye' tö kàsir të'	TYPE:NEG, TENSE:PRF_REC	Ye' kë̀ wa̠ kàsir të̀ne̠
Bribri0486	Ye' tö kàsir të'	ASPECT:INC	Ye' tö kàsir të'mi̠
Bribri0487	Ye' tö kàsir të'	TENSE:PRF_REC, ASPECT:INC	Ye' tö kàsir témi̠
Bribri0488	Ye' tö kàsir të'	TENSE:IPFV_REC, ASPECT:IPFV	Ye' tö kàsir tè
Bribri0489	Ye' tö kàsir të'	TYPE:NEG, TENSE:IPFV_REC, ASPECT:IPFV	Kë̀ ye' tö kàsir te
Bribri0490	Ye' tö kàsir të'	TENSE:IPFV_PROG, ASPECT:IPFV	Ye' tso kàsir tö́k
Bribri0491	Ye' tö kàsir të'	TYPE:NEG, TENSE:IPFV_PROG, ASPECT:IPFV	Ye' kë̀ ku̠ kàsir tö́k
Bribri0492	Ye' tö kàsir të'	TENSE:PRF_PROG	Ye' bák kàsir tö́k
Bribri0493	Ye' tö kàsir të'	TYPE:NEG, TENSE:PRF_PROG	Ye' kë̀ ku̠'bak kàsir tö́k
Bribri0494	Ye' tö kàsir të'	MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:NA	Kàsir tö́
Bribri0495	Ye' tö kàsir të'	TYPE:NEG, MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:NA	Kë̀ kàsir tök
Bribri0496	Ye' tö kàsir të'	TYPE:NEG, MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	Kë̀ kàsir tar
Bribri0497	Ye' tö kàsir të'	MODE:EXH, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:1_PL_INC	Kàsir tö̀ sö
Bribri0498	Ye' tö kàsir të'	MODE:DES, TENSE:IPFV_REC, ASPECT:IPFV	Ye' é̠n a̠ kàsir ta'ku̠
Bribri0499	Ye' tö kàsir të'	TYPE:NEG, MODE:DES, TENSE:IPFV_REC, ASPECT:IPFV	Kë̀ ye' é̠n a̠ kàsir ta'ku̠
Bribri0500	Ye' tö kàsir të'	MODE:ADVERS	Ye' wa̠ kàsir ta'
Bribri0501	Ye' tö kàsir të'	TENSE:IPFV_HAB, ASPECT:IPFV	Ye' tö kàsir tèke̠
Bribri0502	Ye' tö kàsir të'	TYPE:NEG, TENSE:IPFV_HAB, ASPECT:IPFV	Kë̀ ye' tö kàsir tèku̠
Bribri0503	Ye' tö kàsir të'	TENSE:FUT_POT, ASPECT:IPFV	Ye' tö kàsir tèmi̠
Bribri0504	Ye' tö kàsir të'	TYPE:NEG, TENSE:FUT_POT, ASPECT:IPFV	Kë̀ ye' tö kàsir tök
Bribri0505	Ye' tö kàsir të'	TENSE:FUT_CER, ASPECT:IPFV	Ye' tö kàsir tèrâ
Bribri0506	Ye' tö kàsir të'	TYPE:NEG, TENSE:FUT_CER, ASPECT:IPFV	Kë̀ ye' tö kàsir tèpa
Bribri0507	Ye' tö kàsir të'	TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	Kàsir të̀r
Bribri0508	Ye' tö kàsir të'	TYPE:NEG, TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:NA	Kë̀ kàsir tër
Bribri0509	Ye' tö kàsir të'	VOICE:MID, PERSON:NA	Kàsir të̀ne̠
Bribri0510	Ye' tö kàsir të'	TYPE:NEG, VOICE:MID, PERSON:NA	Kë̀ kàsir të̀ne̠
Bribri0511	Ye' tö kàsir të'	TENSE:PRF_REC, VOICE:MID, PERSON:NA	Kàsir të̀na̠
Bribri0512	Ye' tö kàsir të'	TYPE:NEG, TENSE:PRF_REC, VOICE:MID, PERSON:NA	Kë̀ kàsir të̀ne̠
Bribri0513	Ye' tö kàsir të'	TENSE:IPFV_HAB, ASPECT:IPFV, VOICE:MID, PERSON:NA	Kàsir të̀rke̠
Bribri0514	Ye' tö kàsir të'	TYPE:NEG, TENSE:IPFV_HAB, ASPECT:IPFV, VOICE:MID, PERSON:NA	Kë̀ kàsir të̀rku̠
Bribri0515	Ye' tö kàsir të'	TENSE:FUT_POT, ASPECT:IPFV, VOICE:MID, PERSON:NA	Kàsir të̀rmi̠
Bribri0516	Ye' tö kàsir të'	TYPE:NEG, TENSE:FUT_POT, ASPECT:IPFV, VOICE:MID, PERSON:NA	Kë̀ kàsir tënu̠k
Bribri0517	Ye' tö kàsir të'	TENSE:FUT_CER, ASPECT:IPFV, VOICE:MID, PERSON:NA	Kàsir të̀rdâ
Bribri0518	Ye' tö kàsir të'	TYPE:NEG, TENSE:FUT_CER, ASPECT:IPFV, VOICE:MID, PERSON:NA	Kë̀ kàsir të̀rpa
Bribri0519	Ye' tö kàsir të'	TENSE:PAS_PLU	Ye' wa̠ kàsir të́rule
Bribri0520	Ye' tö kàsir të'	TYPE:NEG, TENSE:PAS_PLU	Ye' kë̀ wa̠ kàsir të́rule
Bribri0285	Ye' tö i wámbalë'	TENSE:IPFV_REC, ASPECT:IPFV, VOICE:MID, PERSON:3_SI	I wámbalë́r
Bribri0286	Ye' tö i wámbalë'	TENSE:FUT_CER, ASPECT:IPFV, VOICE:MID, PERSON:3_SI	I wámbalë́rdâ
Bribri0287	Ye' tö i wámbalë'	TYPE:NEG, TENSE:FUT_CER, ASPECT:IPFV, VOICE:MID, PERSON:3_SI	Kë̀ i wámbalë̀rpa
Bribri0469	Ye' út	PERSON:2_SI	Be' út
Bribri0470	Ye' út	PERSON:3_SI	Ie' út
Bribri0471	Ye' út	ABSNUM:PL, PERSON:1_PL_EXC	Sa' út
Bribri0472	Ye' út	ABSNUM:PL, PERSON:1_PL_INC	Se' út
Bribri0473	Ye' út	ABSNUM:PL, PERSON:2_PL	A' út
Bribri0474	Ye' út	ABSNUM:PL, PERSON:3_PL	Ie'pa út
Bribri0475	Ye' út	TENSE:IPFV_PROG, ASPECT:IPFV	Ye' tso ujtö́k
Bribri0476	Ye' út	TENSE:PRF_REC	Ye' ujté
Bribri0477	Ye' út	TENSE:IPFV_REC, ASPECT:IPFV	Ye' ujtö̀
Bribri0478	Ye' út	TENSE:IPFV_REC, ASPECT:IPFV, PERSON:3_SI	Ie' ujtö̀
Bribri0479	Ye' út	MODE:POT, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:2_SI	Be' ujtó
Bribri0480	Ye' út	MODE:IMP, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:2_SI	Be' ujtö́
Bribri0481	Ye' út	MODE:POT, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:3_SI	Ie' ujtó
Bribri0482	Ye' út	TYPE:NEG, MODE:POT, TENSE:IPFV_REC, ASPECT:IPFV, PERSON:3_SI	Kë̀ ie' ujto
Bribri0890	Buà me̠r kàl ulà ki̠	TYPE:NEG	Buà kë̀ ku̠ me̠r kàl ulà ki̠
Bribri0891	Buà me̠r kàl ulà ki̠	TENSE:PRF_REM, ASPECT:PFV	Buà bák me̠r kàl ulà ki̠
Bribri0892	Buà me̠r kàl ulà ki̠	TYPE:NEG, TENSE:PRF_REM, ASPECT:PFV	Buà kë̀ ku̠'bak me̠r kàl ulà ki̠
Bribri0893	Buà me̠r kàl ulà ki̠	ABSNUM:PL	Buà dapárke kàl ulà ki̠
Bribri0894	Buà me̠r kàl ulà ki̠	TYPE:NEG, ABSNUM:PL	Buà kë̀ ku̠ dapárke kàl ulà ki̠
Bribri0895	Buà me̠r kàl ulà ki̠	TENSE:PRF_REM, ASPECT:PFV, ABSNUM:PL	Buà bák dapárke kàl ulà ki̠
Bribri0896	Buà me̠r kàl ulà ki̠	TYPE:NEG, TENSE:PRF_REM, ASPECT:PFV, ABSNUM:PL	Buà kë̀ ku'ba̠k dapárke kàl ulà ki̠
Bribri0897	Ie' tö bö' yë'stsa̠	ABSNUM:PL	Ie' tö bö' yë'ulur
Bribri0898	Ie' tö bö' yë'stsa̠	TENSE:PRF_REC	Ie' tö bö' yéstsa̠
Bribri0899	Ie' tö bö' yë'stsa̠	TENSE:PRF_REC, ABSNUM:PL	Ie' tö bö' yéulur
Bribri0900	Ie' tö bö' yë'stsa̠	PERSON:3_PL	Ie'pa tö bö' yë'stsa̠
Bribri0901	Ie' tö bö' yë'stsa̠	ABSNUM:PL, PERSON:3_PL	Ie'pa tö bö' yë'ulur
Bribri0902	Ie' tö bö' yë'stsa̠	TENSE:PRF_REC, PERSON:3_PL	Ie'pa tö bö' yéstsa̠
Bribri0903	Ie' tö bö' yë'stsa̠	TENSE:PRF_REC, ABSNUM:PL, PERSON:3_PL	Ie'pa tö bö' yéulur
Bribri0394	Alà tö ali' ña̠'	TENSE:PRF_REC	Alà tö ali' ñé̠
Bribri0374	Ie' dúwa̠	TYPE:NEG	Ie kë̀ dùnè̠wa̠
Bribri0375	Ie' dúwa̠	TENSE:PRF_REC	Ie' dawówa̠
Bribri0376	Ie' dúwa̠	TENSE:IPFV_REC	Ie' dawö̀wa̠
Bribri0377	Ie' dúwa̠	TENSE:IPFV_PROG, ASPECT:IPFV	Ie' tso dawö́kwa̠
Bribri0378	Ie' dúwa̠	TYPE:NEG, TENSE:IPFV_PROG, ASPECT:IPFV	Ie' kë̀ ku̠ dawö́kwa̠
Bribri0379	Ie' dúwa̠	TENSE:PRF_PROG	Ie' bák dawö́kwa̠
Bribri0380	Ie' dúwa̠	TYPE:NEG, TENSE:PRF_PROG	Ie' kë̀ ku'bak dawö́kwa̠
Bribri0381	Ie' dúwa̠	TENSE:IPFV_HAB, ASPECT:IPFV	Ie' dawö̀kè̠wa̠
Bribri0382	Ie' dúwa̠	TENSE:FUT_POT, ASPECT:IPFV	Ie' dawö̀wa̠mi̠
Bribri0383	Ie' dúwa̠	TENSE:FUT_CER, ASPECT:IPFV	Ie' dawö̀râwa̠
Bribri0384	Ie' dúwa̠	TYPE:NEG, TENSE:FUT_CER, ASPECT:IPFV	Kë̀ ie' dawö̀pawa̠
Bribri0841	Wë́m dur stsö́k	TYPE:NEG	Wë́m kë̀ ku̠ dur stsö́k
Bribri0842	Wë́m dur stsö́k	TENSE:PRF_REM, ASPECT:PFV	Wë́m bák dur stsö́k
Bribri0843	Wë́m dur stsö́k	TYPE:NEG, TENSE:PRF_PROG, ASPECT:PFV	Wë́m kë̀ ku̠'bak dur stsö́k
Bribri0844	Wë́m dur stsö́k	ABSNUM:PL	Wë́pa ië'te̠n stsö́k
Bribri0845	Wë́m dur stsö́k	TYPE:NEG, ABSNUM:PL	Wë́pa kë̀ ku̠ ië'te̠n stsö́k
Bribri0846	Wë́m dur stsö́k	TENSE:PRF_REM, ASPECT:PFV, ABSNUM:PL	Wë́pa bák ië'te̠n stsö́k
Bribri0847	Wë́m dur stsö́k	TYPE:NEG, TENSE:PRF_PROG, ASPECT:PFV, ABSNUM:PL	Wë́pa kë̀ ku̠'bak ië'te̠n stsö́k
